"Time","MFC in Counter value ls","MFC in Measure ccs/min","MFC in Setpoint ccs/min","Meter Out Counter value ls","Meter Out Measure ccs/min"
﻿"2022-05-16 15:51:06.642",3.97383,60.12815,60,3.686987,108.988
﻿"2022-05-16 15:52:06.633",4.033853,60.44051,60,3.749525,0
﻿"2022-05-16 15:53:06.634",4.093818,59.97217,60,3.83183,84.23908
﻿"2022-05-16 15:54:06.623",4.15381,60.03324,60,3.88537,0
﻿"2022-05-16 15:55:06.626",4.213792,59.98533,60,3.966896,54.28251
﻿"2022-05-16 15:56:06.617",4.273825,59.97436,60,4.029752,90.41129
﻿"2022-05-16 15:57:06.619",4.333797,59.99225,60,4.090914,105.9123
﻿"2022-05-16 15:58:06.622",4.393764,59.97999,60,4.148716,137.0418
﻿"2022-05-16 15:59:06.610",4.453758,59.88345,60,4.20533,0
﻿"2022-05-16 16:00:06.614",4.513745,60.17274,60,4.305549,76.93568
﻿"2022-05-16 16:01:06.606",4.573755,59.99245,60,4.354652,123.1583
﻿"2022-05-16 16:02:06.605",4.633719,60.2033,60,4.408946,0
﻿"2022-05-16 16:03:06.596",4.693728,59.97464,60,4.507316,77.45485
﻿"2022-05-16 16:04:06.586",4.753701,59.99562,60,4.556372,128.4025
﻿"2022-05-16 16:05:06.585",4.813682,59.97484,60,4.6429,0
﻿"2022-05-16 16:06:06.576",4.873676,59.97562,60,4.702625,95.18362
﻿"2022-05-16 16:07:06.577",4.933648,59.94083,60,4.767787,101.3629
﻿"2022-05-16 16:08:06.566",4.993632,59.9603,60,4.848267,72.39719
﻿"2022-05-16 16:09:06.568",5.053624,60.02665,60,4.90075,109.2446
﻿"2022-05-16 16:10:06.573",5.113623,60.01065,60,4.983006,71.46532
﻿"2022-05-16 16:11:06.561",5.173615,59.98193,60,5.052404,17.34372
﻿"2022-05-16 16:12:06.565",5.233586,59.93863,60,5.107221,98.97395
﻿"2022-05-16 16:13:06.554",5.293597,59.95522,60,5.167555,0
﻿"2022-05-16 16:14:06.556",5.353557,59.98369,60,5.248031,86.37859
﻿"2022-05-16 16:15:06.560",5.413581,59.9724,60,5.323135,69.84473
﻿"2022-05-16 16:16:06.536",5.473547,60.06518,60,5.39205,68.06313
﻿"2022-05-16 16:17:06.535",5.533533,59.98469,60,5.459391,66.96629
﻿"2022-05-16 16:18:06.526",5.593511,59.97285,60,5.509672,115.0697
﻿"2022-05-16 16:19:06.515",5.632255,0,0,5.584424,0
﻿"2022-05-16 16:20:06.515",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:21:06.519",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:22:06.523",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:23:06.514",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:24:06.515",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:25:06.503",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:26:06.506",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:27:06.511",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:28:06.500",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:29:06.503",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:30:06.507",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:31:06.496",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:32:06.499",5.632257,0,0,5.584424,0
﻿"2022-05-16 16:33:06.503",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:34:06.491",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:35:06.495",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:36:06.487",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:37:06.487",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:38:06.491",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:39:06.495",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:40:06.488",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:41:06.488",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:42:06.492",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:43:06.485",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:44:06.483",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:45:06.475",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:46:06.476",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:47:06.479",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:48:06.484",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:49:06.474",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:50:06.476",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:51:06.480",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:52:06.484",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:53:06.471",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:54:06.475",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:55:06.465",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:56:06.467",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:57:06.472",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:58:06.476",5.632257,0,0,5.584554,0
﻿"2022-05-16 16:59:06.464",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:00:06.467",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:01:06.473",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:02:06.461",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:03:06.464",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:04:06.453",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:05:06.456",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:06:06.460",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:07:06.452",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:08:06.452",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:09:06.456",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:10:06.460",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:11:06.450",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:12:06.452",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:13:06.456",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:14:06.443",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:15:06.448",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:16:06.439",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:17:06.440",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:18:06.444",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:19:06.449",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:20:06.439",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:21:06.440",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:22:06.444",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:23:06.436",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:24:06.436",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:25:06.427",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:26:06.428",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:27:06.432",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:28:06.425",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:29:06.424",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:30:06.428",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:31:06.432",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:32:06.420",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:33:06.425",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:34:06.412",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:35:06.418",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:36:06.421",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:37:06.412",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:38:06.412",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:39:06.416",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:40:06.408",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:41:06.408",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:42:06.414",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:43:06.416",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:44:06.404",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:45:06.399",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:46:06.398",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:47:06.400",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:48:06.407",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:49:06.395",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:50:06.397",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:51:06.401",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:52:06.405",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:53:06.393",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:54:06.396",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:55:06.387",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:56:06.388",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:57:06.393",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:58:06.385",5.632257,0,0,5.584554,0
﻿"2022-05-16 17:59:06.386",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:00:06.389",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:01:06.393",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:02:06.381",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:03:06.385",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:04:06.376",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:05:06.376",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:06:06.382",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:07:06.385",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:08:06.374",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:09:06.377",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:10:06.383",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:11:06.385",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:12:06.375",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:13:06.377",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:14:06.367",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:15:06.369",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:16:06.373",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:17:06.378",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:18:06.366",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:19:06.369",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:20:06.373",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:21:06.363",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:22:06.366",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:23:06.370",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:24:06.363",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:25:06.362",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:26:06.371",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:27:06.370",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:28:06.361",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:29:06.362",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:30:06.369",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:31:06.370",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:32:06.358",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:33:06.363",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:34:06.350",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:35:06.354",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:36:06.358",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:37:06.347",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:38:06.350",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:39:06.355",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:40:06.344",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:41:06.346",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:42:06.350",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:43:06.342",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:44:06.342",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:45:06.332",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:46:06.334",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:47:06.338",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:48:06.329",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:49:06.331",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:50:06.334",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:51:06.339",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:52:06.327",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:53:06.331",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:54:06.322",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:55:06.322",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:56:06.326",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:57:06.319",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:58:06.321",5.632257,0,0,5.584554,0
﻿"2022-05-16 18:59:06.323",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:00:06.328",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:01:06.317",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:02:06.319",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:03:06.323",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:04:06.327",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:05:06.315",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:06:06.319",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:07:06.323",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:08:06.314",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:09:06.315",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:10:06.319",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:11:06.315",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:12:06.311",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:13:06.315",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:14:06.304",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:15:06.307",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:16:06.312",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:17:06.303",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:18:06.304",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:19:06.307",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:20:06.312",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:21:06.299",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:22:06.303",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:23:06.308",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:24:06.295",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:25:06.301",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:26:06.294",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:27:06.291",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:28:06.280",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:29:06.283",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:30:06.288",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:31:06.292",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:32:06.282",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:33:06.283",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:34:06.271",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:35:06.275",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:36:06.271",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:37:06.270",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:38:06.271",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:39:06.275",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:40:06.280",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:41:06.272",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:42:06.273",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:43:06.275",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:44:06.263",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:45:06.269",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:46:06.256",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:47:06.260",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:48:06.264",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:49:06.252",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:50:06.256",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:51:06.261",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:52:06.250",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:53:06.252",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:54:06.241",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:55:06.244",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:56:06.248",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:57:06.252",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:58:06.240",5.632257,0,0,5.584554,0
﻿"2022-05-16 19:59:06.244",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:00:06.248",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:01:06.239",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:02:06.240",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:03:06.244",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:04:06.232",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:05:06.237",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:06:06.225",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:07:06.228",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:08:06.232",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:09:06.224",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:10:06.223",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:11:06.228",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:12:06.232",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:13:06.222",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:14:06.223",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:15:06.215",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:16:06.215",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:17:06.220",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:18:06.212",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:19:06.212",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:20:06.217",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:21:06.220",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:22:06.210",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:23:06.212",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:24:06.217",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:25:06.209",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:26:06.211",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:27:06.213",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:28:06.217",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:29:06.208",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:30:06.209",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:31:06.213",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:32:06.217",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:33:06.207",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:34:06.209",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:35:06.199",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:36:06.200",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:37:06.205",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:38:06.198",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:39:06.197",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:40:06.202",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:41:06.205",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:42:06.195",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:43:06.197",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:44:06.185",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:45:06.189",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:46:06.193",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:47:06.183",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:48:06.185",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:49:06.189",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:50:06.193",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:51:06.183",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:52:06.186",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:53:06.190",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:54:06.177",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:55:06.183",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:56:06.174",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:57:06.173",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:58:06.177",5.632257,0,0,5.584554,0
﻿"2022-05-16 20:59:06.181",5.632257,0,0,5.584554,0
﻿"2022-05-16 21:00:06.173",5.632257,0,0,5.584554,0
﻿"2022-05-16 21:01:06.174",5.632257,0,0,5.584554,0
﻿"2022-05-16 21:02:06.178",5.632257,0,0,5.584554,0
﻿"2022-05-16 21:03:06.170",5.632257,0,0,5.584554,0
﻿"2022-05-16 21:04:06.169",5.632257,0,0,5.584554,0
